ENSG00000213051.3
ENSG00000229431.1
ENSG00000117419.16
ENSG00000202041.1
ENSG00000233084.2
ENSG00000117614.10
ENSG00000286219.1
ENSG00000228044.3
ENSG00000237976.1
ENSG00000116299.17
ENSG00000204060.7
ENSG00000177800.2
ENSG00000132677.13
ENSG00000179085.8
ENSG00000228013.1
ENSG00000198744.5
ENSG00000187961.14
ENSG00000232793.2
ENSG00000207108.1
ENSG00000287356.1
ENSG00000159409.15
ENSG00000270733.1
ENSG00000143793.13
ENSG00000271601.4
ENSG00000267305.2
ENSG00000162692.12
ENSG00000287989.1
ENSG00000285778.2
ENSG00000010165.20
ENSG00000238054.3
ENSG00000213063.3
ENSG00000236335.1
ENSG00000236216.5
ENSG00000244682.7
ENSG00000283296.1
ENSG00000273110.1
ENSG00000250734.2
ENSG00000239984.3
ENSG00000200495.1
ENSG00000225233.2
ENSG00000185962.1
ENSG00000242769.3
ENSG00000162889.11
ENSG00000236497.2
ENSG00000238260.1
ENSG00000116396.15
ENSG00000162598.13
ENSG00000008128.23
ENSG00000227970.1
ENSG00000232519.2
ENSG00000154198.14
ENSG00000225522.2
ENSG00000233461.6
ENSG00000143324.14
ENSG00000233407.1
ENSG00000279401.1
ENSG00000236648.2
ENSG00000225605.3
ENSG00000231251.1
ENSG00000186440.3
ENSG00000196171.3
ENSG00000213046.4
ENSG00000233877.2
ENSG00000133019.12
ENSG00000183508.5
ENSG00000010072.16
ENSG00000159214.13
ENSG00000227001.3
ENSG00000186377.8
ENSG00000229167.2
ENSG00000232971.2
ENSG00000283973.2
ENSG00000196878.15
ENSG00000277513.1
ENSG00000236500.1
ENSG00000097021.20
ENSG00000131591.18
ENSG00000162699.5
ENSG00000196517.13
ENSG00000235756.2
ENSG00000287902.1
ENSG00000236720.2
ENSG00000143543.15
ENSG00000228838.1
ENSG00000143514.17
ENSG00000264500.1
ENSG00000206585.1
ENSG00000225984.1
ENSG00000227925.2
ENSG00000287046.1
ENSG00000229960.1
ENSG00000270084.2
ENSG00000227152.6
ENSG00000182795.13
ENSG00000239560.3
ENSG00000160783.19
ENSG00000272880.1
ENSG00000236863.2
ENSG00000183682.8
ENSG00000234601.1
ENSG00000085832.17
ENSG00000229846.2
ENSG00000252371.1
ENSG00000227485.1
ENSG00000143127.13
ENSG00000236434.2
ENSG00000223779.6
ENSG00000284719.1
ENSG00000233271.1
ENSG00000237749.4
ENSG00000234863.1
ENSG00000234064.1
ENSG00000224515.1
ENSG00000159352.16
ENSG00000223847.1
ENSG00000228844.1
ENSG00000280670.3
ENSG00000188157.15
ENSG00000229505.1
ENSG00000158864.13
ENSG00000226415.1
ENSG00000203307.2
ENSG00000225712.1
ENSG00000238164.6
ENSG00000207624.1
ENSG00000233615.1
ENSG00000272691.1
ENSG00000230779.1
ENSG00000236004.2
ENSG00000206980.1
ENSG00000154380.17
ENSG00000217644.5
ENSG00000264443.1
ENSG00000237424.1
ENSG00000123838.11
ENSG00000116539.14
ENSG00000276359.1
ENSG00000252879.1
ENSG00000237329.2
ENSG00000205231.1
ENSG00000142611.17
ENSG00000224616.3
ENSG00000233728.1
ENSG00000207466.1
ENSG00000231333.2
ENSG00000224784.2
ENSG00000235643.2
ENSG00000228191.1
ENSG00000154358.23
ENSG00000230946.3
ENSG00000233421.5
ENSG00000233983.2
ENSG00000117280.13
ENSG00000272195.1
ENSG00000173207.13
ENSG00000227741.1
ENSG00000131779.11
ENSG00000215845.11
ENSG00000237920.2
ENSG00000270330.1
ENSG00000272167.2
ENSG00000203786.6
ENSG00000199890.1
ENSG00000213085.10
ENSG00000188910.8
ENSG00000183347.15
ENSG00000238078.1
ENSG00000197532.3
ENSG00000279061.1
ENSG00000189409.14
ENSG00000162552.15
ENSG00000127472.11
ENSG00000162510.6
ENSG00000117362.13
ENSG00000230841.2
ENSG00000287423.1
ENSG00000185483.12
ENSG00000050628.20
ENSG00000204480.8
ENSG00000117318.9
ENSG00000177233.2
ENSG00000157911.11
ENSG00000117425.14
ENSG00000268869.6
ENSG00000084652.16
ENSG00000249730.1
ENSG00000272755.1
ENSG00000260322.1
ENSG00000122417.15
ENSG00000271806.1
ENSG00000227425.1
ENSG00000143512.13
ENSG00000232463.1
ENSG00000222009.8
ENSG00000177606.8
ENSG00000270104.1
ENSG00000215895.4
ENSG00000203804.5
ENSG00000228063.2
ENSG00000238140.1
ENSG00000230124.8
ENSG00000287343.1
ENSG00000235112.1
ENSG00000131781.13
ENSG00000187144.11
ENSG00000274886.1
ENSG00000284637.1
ENSG00000226457.1
ENSG00000182901.17
ENSG00000274927.1
ENSG00000252750.1
ENSG00000232762.1
ENSG00000228852.6
ENSG00000287586.1
ENSG00000177181.15
ENSG00000225670.4
ENSG00000231029.2
ENSG00000232811.1
ENSG00000272078.1
ENSG00000234754.2
ENSG00000198821.11
ENSG00000090686.16
ENSG00000234132.2
ENSG00000143801.18
ENSG00000077254.14
ENSG00000237759.1
ENSG00000169418.10
ENSG00000235079.1
ENSG00000066322.15
ENSG00000286581.1
ENSG00000242688.3
ENSG00000134698.11
ENSG00000226226.1
ENSG00000040487.13
ENSG00000143494.16
ENSG00000284653.1
ENSG00000011007.12
ENSG00000241318.3
ENSG00000116194.13
ENSG00000178821.13
ENSG00000224870.7
ENSG00000277678.1
ENSG00000232809.1
ENSG00000159516.9
ENSG00000242794.2
ENSG00000137965.11
ENSG00000069812.11
ENSG00000203781.4
ENSG00000224338.2
ENSG00000197956.10
ENSG00000199334.1
ENSG00000149527.18
ENSG00000232335.1
ENSG00000204479.4
ENSG00000231582.2
ENSG00000198734.12
ENSG00000069702.11
ENSG00000231702.2
ENSG00000233706.1
ENSG00000232780.2
ENSG00000223026.1
ENSG00000173728.11
ENSG00000134256.13
ENSG00000250536.1
ENSG00000227409.1
ENSG00000117523.17
ENSG00000223972.5
ENSG00000142687.18
ENSG00000184774.10
ENSG00000121851.13
ENSG00000214973.3
ENSG00000225011.4
ENSG00000162490.7
ENSG00000236480.1
ENSG00000241188.3
ENSG00000240244.3
ENSG00000253368.4
ENSG00000227777.1
ENSG00000237436.1
ENSG00000224613.7
ENSG00000236290.1
ENSG00000198160.15
ENSG00000073754.6
ENSG00000236942.1
ENSG00000181873.13
ENSG00000132694.19
ENSG00000274450.1
ENSG00000132881.12
ENSG00000118733.17
ENSG00000270711.1
ENSG00000252429.2
ENSG00000232341.2
ENSG00000117118.10
ENSG00000198746.13
ENSG00000241347.3
ENSG00000228208.7
ENSG00000224904.1
ENSG00000271567.1
ENSG00000232952.1
ENSG00000205090.9
ENSG00000176855.11
ENSG00000179178.11
ENSG00000237330.3
ENSG00000228940.1
ENSG00000158062.20
ENSG00000235101.1
ENSG00000235098.9
ENSG00000143819.13
ENSG00000116212.15
ENSG00000143001.5
ENSG00000234116.1
ENSG00000276632.1
ENSG00000227585.2
ENSG00000225028.1
ENSG00000225886.3
ENSG00000117115.13
ENSG00000134186.12
ENSG00000224387.1
ENSG00000224566.2
ENSG00000224783.1
ENSG00000200085.1
ENSG00000143774.17
ENSG00000231563.2
ENSG00000117560.8
ENSG00000169213.7
ENSG00000200591.1
ENSG00000177788.6
ENSG00000222378.1
ENSG00000226211.1
ENSG00000094975.14
ENSG00000143320.9
ENSG00000206887.1
ENSG00000204510.5
ENSG00000286518.1
ENSG00000117400.18
ENSG00000237193.1
ENSG00000229002.1
ENSG00000132681.17
ENSG00000287703.1
ENSG00000227091.2
ENSG00000134242.16
ENSG00000270920.1
ENSG00000198626.17
ENSG00000136643.12
ENSG00000231978.2
ENSG00000159479.17
ENSG00000156869.14
ENSG00000162888.4
ENSG00000233333.2
ENSG00000287218.1
ENSG00000186063.13
ENSG00000117602.13
ENSG00000237897.2
ENSG00000206817.1
ENSG00000213041.4
ENSG00000287980.1
ENSG00000143409.16
ENSG00000236257.1
ENSG00000230546.1
ENSG00000221888.4
ENSG00000236889.1
ENSG00000236268.6
ENSG00000235185.1
ENSG00000196505.11
ENSG00000271355.1
ENSG00000196482.18
ENSG00000116138.13
ENSG00000173372.17
ENSG00000187733.7
ENSG00000143126.8
ENSG00000116489.13
ENSG00000261453.2
ENSG00000230748.1
ENSG00000282317.1
ENSG00000287364.1
ENSG00000272150.5
ENSG00000201791.1
ENSG00000121933.19
ENSG00000171517.6
ENSG00000201148.1
ENSG00000142700.12
ENSG00000143845.15
ENSG00000232261.1
ENSG00000117472.10
ENSG00000215520.3
ENSG00000182183.15
ENSG00000237622.1
ENSG00000118655.7
ENSG00000270936.1
ENSG00000279333.1
ENSG00000237415.2
ENSG00000116748.22
ENSG00000229020.4
ENSG00000234593.3
ENSG00000272512.1
ENSG00000231434.1
ENSG00000116701.15
ENSG00000221953.5
ENSG00000215910.7
ENSG00000230186.3
ENSG00000238382.1
ENSG00000118298.12
ENSG00000006555.11
ENSG00000243749.1
ENSG00000237278.2
ENSG00000237783.2
ENSG00000137970.7
ENSG00000117481.11
ENSG00000272491.1
ENSG00000235299.2
ENSG00000162775.17
ENSG00000116754.13
ENSG00000284657.1
ENSG00000222222.1
ENSG00000132122.12
ENSG00000230027.2
ENSG00000142599.19
ENSG00000116815.16
ENSG00000270615.1
ENSG00000280587.1
ENSG00000230214.1
ENSG00000163877.11
ENSG00000173627.8
ENSG00000238199.1
ENSG00000117069.15
ENSG00000238183.2
ENSG00000162851.8
ENSG00000251861.1
ENSG00000224238.2
ENSG00000135823.14
ENSG00000259865.1
ENSG00000116852.15
ENSG00000066056.14
ENSG00000122188.13
ENSG00000178104.19
ENSG00000117143.13
ENSG00000284676.1
ENSG00000203739.4
ENSG00000273443.1
ENSG00000116147.17
ENSG00000266417.1
ENSG00000279111.2
ENSG00000143379.12
ENSG00000237700.2
ENSG00000158816.16
ENSG00000197403.5
ENSG00000284699.1
ENSG00000227062.2
ENSG00000233586.1
ENSG00000229785.1
ENSG00000198967.5
ENSG00000122224.18
ENSG00000116984.15
ENSG00000284710.1
ENSG00000234396.3
ENSG00000223776.5
ENSG00000242764.3
ENSG00000215908.10
ENSG00000230175.1
ENSG00000241563.4
ENSG00000162402.14
ENSG00000225505.1
ENSG00000273010.1
ENSG00000236779.1
ENSG00000232621.1
ENSG00000225920.2
ENSG00000225483.1
ENSG00000227066.2
ENSG00000206627.1
ENSG00000237173.1
ENSG00000277862.1
ENSG00000223728.3
ENSG00000260698.1
ENSG00000228792.3
ENSG00000125459.17
ENSG00000143630.10
ENSG00000265972.6
ENSG00000226570.2
ENSG00000229407.5
ENSG00000235152.1
ENSG00000162849.16
ENSG00000223503.1
ENSG00000232628.6
ENSG00000260088.1
ENSG00000206880.1
ENSG00000237094.12
ENSG00000162599.17
ENSG00000187010.21
ENSG00000160058.19
ENSG00000232223.1
ENSG00000213625.9
ENSG00000001461.17
ENSG00000232892.1
ENSG00000285922.1
ENSG00000163531.17
ENSG00000223883.2
ENSG00000202521.1
ENSG00000184270.6
ENSG00000279838.1
ENSG00000264926.1
ENSG00000283696.1
ENSG00000215867.4
ENSG00000142606.16
ENSG00000224625.2
ENSG00000230759.1
ENSG00000163563.8
ENSG00000163395.17
ENSG00000183431.12
ENSG00000127603.31
ENSG00000173660.12
ENSG00000238137.2
ENSG00000279301.5
ENSG00000162551.14
ENSG00000228056.3
ENSG00000237227.1
ENSG00000224286.6
ENSG00000054392.13
ENSG00000237707.1
ENSG00000232964.2
ENSG00000234694.1
ENSG00000236401.1
ENSG00000214204.4
ENSG00000117691.10
ENSG00000174371.17
ENSG00000287516.1
ENSG00000271989.1
ENSG00000162496.9
ENSG00000007968.7
ENSG00000274415.1
ENSG00000162396.6
ENSG00000228830.1
ENSG00000228126.1
ENSG00000271329.1
ENSG00000270818.1
ENSG00000224834.1
ENSG00000177000.13
ENSG00000163518.11
ENSG00000134245.18
ENSG00000200381.1
ENSG00000175147.13
ENSG00000239319.3
ENSG00000226889.3
ENSG00000207080.2
ENSG00000252822.1
ENSG00000231613.1
ENSG00000162618.15
ENSG00000280267.4
ENSG00000238139.2
ENSG00000116604.18
ENSG00000260246.1
ENSG00000197591.3
ENSG00000243725.7
ENSG00000160803.8
ENSG00000143013.13
ENSG00000223794.1
ENSG00000131584.19
ENSG00000233792.3
ENSG00000202526.1
ENSG00000229752.1
ENSG00000201699.1
ENSG00000143418.20
ENSG00000066294.15
ENSG00000281133.1
ENSG00000203782.6
ENSG00000232077.2
ENSG00000201596.1
ENSG00000188060.8
ENSG00000171824.14
ENSG00000201312.1
ENSG00000116141.17
ENSG00000243485.5
ENSG00000241128.2
ENSG00000121764.11
ENSG00000266210.2
ENSG00000225487.2
ENSG00000287283.1
ENSG00000137960.6
ENSG00000133059.17
ENSG00000173218.15
ENSG00000270066.3
ENSG00000230547.1
ENSG00000197067.6
ENSG00000179172.10
ENSG00000234283.1
ENSG00000164007.11
ENSG00000265831.1
ENSG00000228818.1
ENSG00000274940.1
ENSG00000231346.5
ENSG00000227630.4
ENSG00000055070.17
ENSG00000226133.6
ENSG00000254685.8
ENSG00000237481.1
ENSG00000270605.1
ENSG00000183888.4
ENSG00000227236.2
ENSG00000196890.4
ENSG00000207144.1
ENSG00000261000.1
ENSG00000224927.2
ENSG00000206692.1
ENSG00000215819.3
ENSG00000116774.12
ENSG00000186564.6
ENSG00000117533.15
ENSG00000143256.5
ENSG00000228407.2
ENSG00000232245.1
ENSG00000233735.5
ENSG00000226252.1
ENSG00000287078.1
ENSG00000286378.1
ENSG00000287244.1
ENSG00000060688.13
ENSG00000237728.2
ENSG00000287116.1
ENSG00000162607.13
ENSG00000158773.14
ENSG00000060718.22
ENSG00000243480.8
ENSG00000283752.1
ENSG00000237049.1
ENSG00000168528.12
ENSG00000285079.1
ENSG00000237290.2
ENSG00000232908.3
ENSG00000234607.2
ENSG00000231437.3
ENSG00000238243.3
ENSG00000229519.2
ENSG00000230932.2
ENSG00000099260.11
ENSG00000252073.1
ENSG00000236975.2
ENSG00000233626.2
ENSG00000212459.1
ENSG00000065978.19
ENSG00000226088.1
ENSG00000251484.3
ENSG00000116704.8
ENSG00000284674.1
ENSG00000230937.12
ENSG00000186301.8
ENSG00000162885.14
ENSG00000235549.1
ENSG00000287978.1
ENSG00000136631.15
ENSG00000284309.1
ENSG00000287282.1
ENSG00000203825.4
ENSG00000250719.2
ENSG00000287103.1
ENSG00000202027.1
ENSG00000251958.1
ENSG00000078369.18
ENSG00000162585.17
ENSG00000168765.17
ENSG00000142733.17
ENSG00000224051.7
ENSG00000265961.1
ENSG00000158869.11
ENSG00000228172.5
ENSG00000285782.2
ENSG00000203666.12
ENSG00000064703.13
ENSG00000228338.1
ENSG00000171608.16
ENSG00000228176.1
ENSG00000162545.6
ENSG00000157131.11
ENSG00000224896.2
ENSG00000232059.3
ENSG00000215905.4
ENSG00000233455.2
ENSG00000143258.16
ENSG00000163041.13
ENSG00000231090.2
ENSG00000287015.1
ENSG00000233003.4
ENSG00000156097.12
ENSG00000271527.1
ENSG00000230864.1
ENSG00000232192.1
ENSG00000228917.1
ENSG00000207194.1
ENSG00000225167.1
ENSG00000273264.1
ENSG00000232085.1
ENSG00000175756.13
ENSG00000232188.1
ENSG00000235131.1
ENSG00000238009.6
ENSG00000230585.2
ENSG00000236292.1
ENSG00000117139.18
ENSG00000235919.4
ENSG00000223720.2
ENSG00000225721.5
ENSG00000274562.1
ENSG00000260386.6
ENSG00000226028.2
ENSG00000227232.5
ENSG00000116786.13
ENSG00000173662.21
ENSG00000234190.1
ENSG00000279263.1
ENSG00000226476.6
ENSG00000197982.14
ENSG00000253042.1
ENSG00000231020.1
ENSG00000264145.2
ENSG00000236505.1
ENSG00000064886.14
ENSG00000143748.18
ENSG00000236476.2
ENSG00000188807.13
ENSG00000232862.5
ENSG00000160767.21
ENSG00000132781.20
ENSG00000143303.12
ENSG00000081248.12
ENSG00000066136.20
ENSG00000235089.1
ENSG00000271439.1
ENSG00000287532.1
ENSG00000213045.3
ENSG00000252231.1
ENSG00000270728.1
ENSG00000228150.1
ENSG00000229930.1
ENSG00000229612.1
ENSG00000278694.1
ENSG00000126088.14
ENSG00000163348.4
ENSG00000274372.5
ENSG00000288099.1
ENSG00000143761.16
ENSG00000246203.2
ENSG00000237469.2
ENSG00000188770.10
ENSG00000231296.1
ENSG00000162398.12
ENSG00000237131.1
ENSG00000116544.12
ENSG00000223653.6
ENSG00000231246.2
ENSG00000120937.9
ENSG00000287601.1
ENSG00000186092.7
ENSG00000229571.7
ENSG00000273221.1
ENSG00000235467.1
ENSG00000236948.2
ENSG00000234318.1
ENSG00000160087.21
ENSG00000162620.16
ENSG00000231468.2
ENSG00000230026.2
ENSG00000229484.1
ENSG00000203663.4
ENSG00000233432.2
ENSG00000162444.12
ENSG00000142789.20
ENSG00000233290.3
ENSG00000229828.2
ENSG00000224459.1
ENSG00000248642.1
ENSG00000179840.5
ENSG00000212237.1
ENSG00000280113.2
ENSG00000251750.1
ENSG00000116833.14
ENSG00000226984.1
ENSG00000235933.1
ENSG00000200624.1
ENSG00000285525.1
ENSG00000229663.1
ENSG00000236101.1
ENSG00000225126.1
ENSG00000176092.17
ENSG00000053371.13
ENSG00000280186.1
ENSG00000227883.1
ENSG00000232198.2
ENSG00000284738.1
ENSG00000175984.15
ENSG00000265107.3
ENSG00000116996.10
ENSG00000230798.5
ENSG00000270710.1
ENSG00000132680.11
ENSG00000160678.12
ENSG00000240520.7
ENSG00000213070.3
ENSG00000235990.2
ENSG00000186306.1
ENSG00000171680.23
ENSG00000230461.9
ENSG00000236957.7
ENSG00000278966.2
ENSG00000211575.3
ENSG00000237781.3
ENSG00000178828.7
ENSG00000177476.3
ENSG00000130775.16
ENSG00000253313.6
ENSG00000203865.11
ENSG00000229067.1
ENSG00000279261.2
ENSG00000232154.2
ENSG00000126067.12
ENSG00000158796.17
ENSG00000201142.1
ENSG00000203356.2
ENSG00000133067.18
ENSG00000160679.13
ENSG00000122218.16
ENSG00000143590.14
ENSG00000143252.16
ENSG00000285677.2
ENSG00000132676.16
ENSG00000162592.10
ENSG00000143452.16
ENSG00000286429.1
ENSG00000004455.17
ENSG00000235371.1
ENSG00000226191.3
ENSG00000226029.1
